,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0180230001,Y,11-27-2007,ORIGINAL,1,18,23,GLS,52.6516170,-76.6274210,171.000,CONTROL,0180230001_01,Y,11-27-2007,1,18,23,31.000000,31.000000,389910.000,5834760.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,18,ABS,08-20-2000,BYTE
1,0180230002,Y,11-27-2007,ORIGINAL,1,18,23,GLS,52.5620380,-76.1182190,172.000,VALIDATION,0180230002_01,Y,11-27-2007,1,18,23,31.000000,31.000000,424200.000,5824140.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,18,ABS,08-20-2000,BYTE
2,0180230003,Y,11-27-2007,ORIGINAL,1,18,23,GLS,52.6554490,-76.1920090,172.000,CONTROL,0180230003_01,Y,11-27-2007,1,18,23,31.000000,31.000000,419370.000,5834610.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,18,ABS,08-20-2000,BYTE
3,0180230004,Y,11-27-2007,ORIGINAL,1,18,23,GLS,52.6530660,-76.4970790,171.000,VALIDATION,0180230004_01,Y,11-27-2007,1,18,23,31.000000,31.000000,398730.000,5834730.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,18,ABS,08-20-2000,BYTE
4,0180230005,Y,11-27-2007,ORIGINAL,1,18,23,GLS,52.7648180,-76.1509750,172.000,VALIDATION,0180230005_01,Y,11-27-2007,1,18,23,31.000000,31.000000,422340.000,5846730.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,18,ABS,08-20-2000,BYTE
5,0180230006,Y,11-27-2007,ORIGINAL,1,18,23,GLS,53.7755580,-75.3262440,213.000,VALIDATION,0180230006_01,Y,11-27-2007,1,18,23,31.000000,31.000000,478500.000,5958600.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,18,ABS,08-20-2000,BYTE
6,0180230007,Y,11-27-2007,ORIGINAL,1,18,23,GLS,53.7437700,-75.7426740,213.000,CONTROL,0180230007_01,Y,11-27-2007,1,18,23,31.000000,31.000000,451020.000,5955270.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,18,ABS,08-20-2000,BYTE
7,0180230008,Y,11-27-2007,ORIGINAL,1,18,23,GLS,52.6473970,-76.3634050,171.000,VALIDATION,0180230008_01,Y,11-27-2007,1,18,23,31.000000,31.000000,407760.000,5833920.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,8,UTM,18,ABS,08-20-2000,BYTE
8,0180230009,Y,11-27-2007,ORIGINAL,1,18,23,GLS,52.6076700,-76.2735610,171.000,VALIDATION,0180230009_01,Y,11-27-2007,1,18,23,31.000000,31.000000,413760.000,5829390.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,18,ABS,08-20-2000,BYTE
9,0180230010,Y,11-27-2007,ORIGINAL,1,18,23,GLS,53.5729360,-74.7375360,215.000,CONTROL,0180230010_01,Y,11-27-2007,1,18,23,31.000000,31.000000,517380.000,5936040.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,18,ABS,08-20-2000,BYTE
10,0180230011,Y,11-27-2007,ORIGINAL,1,18,23,GLS,53.6118220,-74.6534040,215.000,CONTROL,0180230011_01,Y,11-27-2007,1,18,23,31.000000,31.000000,522930.000,5940390.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,11,UTM,18,ABS,08-20-2000,BYTE
11,0180230012,Y,11-27-2007,ORIGINAL,1,18,23,GLS,52.7030810,-76.2026310,175.224,CONTROL,0180230012_01,Y,11-27-2007,1,18,23,31.000000,31.000000,418740.000,5839920.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,12,UTM,18,ABS,08-20-2000,BYTE
12,0180230013,Y,11-27-2007,ORIGINAL,1,18,23,GLS,52.6634660,-76.5688580,173.731,CONTROL,0180230013_01,Y,11-27-2007,1,18,23,31.000000,31.000000,393900.000,5835990.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,13,UTM,18,ABS,08-20-2000,BYTE
13,0180230014,Y,11-27-2007,ORIGINAL,1,18,23,GLS,53.5316820,-75.5112940,213.896,VALIDATION,0180230014_01,Y,11-27-2007,1,18,23,31.000000,31.000000,466110.000,5931540.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,14,UTM,18,ABS,08-20-2000,BYTE
14,0180230015,Y,11-27-2007,ORIGINAL,1,18,23,GLS,53.6065220,-75.4763780,213.000,VALIDATION,0180230015_01,Y,11-27-2007,1,18,23,31.000000,31.000000,468480.000,5939850.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,15,UTM,18,ABS,08-20-2000,BYTE
15,0180230016,Y,11-27-2007,ORIGINAL,1,18,23,GLS,53.3301920,-75.5809580,223.690,VALIDATION,0180230016_01,Y,11-27-2007,1,18,23,31.000000,31.000000,461310.000,5909160.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,16,UTM,18,ABS,08-20-2000,BYTE
