,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0100100001,Y,03-24-2016,TRIG_ERROR,2,10,10,GLS,71.0969893,-51.0519281,519.300,CONTROL,0100100001_01,Y,03-24-2016,2,10,10,31.000000,31.000000,498122.388,7888214.824,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,22,ABS,09-13-2000,BYTE
1,0100100002,Y,03-24-2016,TRIG_ERROR,2,10,10,GLS,70.6871656,-50.9702143,113.331,CONTROL,0100100002_01,Y,03-24-2016,2,10,10,31.000000,31.000000,501099.441,7842507.283,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,22,ABS,09-13-2000,BYTE
2,0100100003,Y,03-24-2016,TRIG_ERROR,2,10,10,GLS,70.4598391,-51.1138082,57.549,CONTROL,0100100003_01,Y,03-24-2016,2,10,10,31.000000,31.000000,495751.656,7817158.501,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,22,ABS,09-13-2000,BYTE
3,0100100004,Y,03-24-2016,TRIG_ERROR,2,10,10,GLS,70.6876636,-50.8861138,74.878,CONTROL,0100100004_01,Y,03-24-2016,2,10,10,31.000000,31.000000,504203.627,7842566.495,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,22,ABS,09-13-2000,BYTE
4,0100100005,N,03-24-2016,ORIGINAL,1,10,10,GLS,71.1085380,-51.4007040,261.941,CONTROL,0100100005_01,Y,11-27-2007,1,10,10,31.000000,31.000000,485520.000,7889550.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,22,ABS,09-13-2000,BYTE
5,0100100006,Y,03-24-2016,TRIG_ERROR,2,10,10,GLS,71.0852735,-51.3680912,45.488,CONTROL,0100100006_01,Y,03-24-2016,2,10,10,31.000000,31.000000,486682.719,7886947.814,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,22,ABS,09-13-2000,BYTE
6,0100100007,N,03-24-2016,ORIGINAL,1,10,10,GLS,71.0156270,-51.0327750,35.000,CONTROL,0100100007_01,Y,11-27-2007,1,10,10,31.000000,31.000000,498810.000,7879140.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,22,ABS,09-13-2000,BYTE
7,0100100008,Y,03-24-2016,TRIG_ERROR,2,10,10,GLS,70.8635296,-51.9027349,73.500,CONTROL,0100100008_01,Y,03-24-2016,2,10,10,31.000000,31.000000,466972.213,7862422.184,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,8,UTM,22,ABS,09-13-2000,BYTE
8,0100100009,Y,03-24-2016,TRIG_ERROR,2,10,10,GLS,70.7842309,-51.3241553,54.451,CONTROL,0100100009_01,Y,03-24-2016,2,10,10,31.000000,31.000000,488092.742,7853364.178,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,22,ABS,09-13-2000,BYTE
9,0100100010,Y,03-24-2016,TRIG_ERROR,2,10,10,GLS,70.8747661,-51.5822606,145.009,CONTROL,0100100010_01,Y,03-24-2016,2,10,10,31.000000,31.000000,478708.830,7863531.768,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,22,ABS,09-13-2000,BYTE
