,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0170210001,Y,11-27-2007,ORIGINAL,1,17,21,GLS,56.7246750,-74.3120370,212.000,VALIDATION,0170210001_01,Y,11-27-2007,1,17,21,31.000000,31.000000,542100.000,6286950.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,18,ABS,07-26-1999,BYTE
1,0170210002,Y,11-27-2007,ORIGINAL,1,17,21,GLS,56.4985820,-73.5612410,210.000,CONTROL,0170210002_01,Y,11-27-2007,1,17,21,31.000000,31.000000,588570.000,6262500.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,18,ABS,07-26-1999,BYTE
2,0170210003,Y,11-27-2007,ORIGINAL,1,17,21,GLS,56.5555380,-73.5449250,210.000,CONTROL,0170210003_01,Y,11-27-2007,1,17,21,31.000000,31.000000,589440.000,6268860.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,18,ABS,07-26-1999,BYTE
3,0170210004,Y,11-27-2007,ORIGINAL,1,17,21,GLS,56.6633740,-74.2451210,214.000,VALIDATION,0170210004_01,Y,11-27-2007,1,17,21,31.000000,31.000000,546270.000,6280170.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,18,ABS,07-26-1999,BYTE
4,0170210005,Y,11-27-2007,ORIGINAL,1,17,21,GLS,56.0302220,-72.5189300,302.000,CONTROL,0170210005_01,Y,11-27-2007,1,17,21,31.000000,31.000000,654600.000,6212220.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,18,ABS,07-26-1999,BYTE
5,0170210006,Y,11-27-2007,ORIGINAL,1,17,21,GLS,56.6280160,-73.3890660,210.000,VALIDATION,0170210006_01,Y,11-27-2007,1,17,21,31.000000,31.000000,598830.000,6277140.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,18,ABS,07-26-1999,BYTE
6,0170210007,Y,11-27-2007,ORIGINAL,1,17,21,GLS,55.8935650,-71.8706610,328.000,VALIDATION,0170210007_01,Y,11-27-2007,1,17,21,31.000000,31.000000,695670.000,6198660.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,18,ABS,07-26-1999,BYTE
7,0170210008,Y,11-27-2007,ORIGINAL,1,17,21,GLS,55.9393180,-71.9419320,323.000,CONTROL,0170210008_01,Y,11-27-2007,1,17,21,31.000000,31.000000,690990.000,6203550.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,8,UTM,18,ABS,07-26-1999,BYTE
8,0170210009,Y,11-27-2007,ORIGINAL,1,17,21,GLS,56.4349510,-74.1041860,210.000,VALIDATION,0170210009_01,Y,11-27-2007,1,17,21,31.000000,31.000000,555240.000,6254850.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,18,ABS,07-26-1999,BYTE
9,0170210010,Y,11-27-2007,ORIGINAL,1,17,21,GLS,56.0727020,-73.4315900,303.242,CONTROL,0170210010_01,Y,11-27-2007,1,17,21,31.000000,31.000000,597630.000,6215280.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,18,ABS,07-26-1999,BYTE
