,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0170180001,Y,11-27-2007,ORIGINAL,1,17,18,GLS,59.9091630,-70.1149900,95.000,CONTROL,0170180001_01,Y,11-27-2007,1,17,18,31.000000,31.000000,437640.000,6641820.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,19,ABS,07-10-1999,BYTE
1,0170180002,Y,11-27-2007,ORIGINAL,1,17,18,GLS,59.5746190,-72.0561730,158.000,CONTROL,0170180002_01,Y,11-27-2007,1,17,18,31.000000,31.000000,327390.000,6608010.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,19,ABS,07-10-1999,BYTE
2,0170180003,Y,11-27-2007,ORIGINAL,1,17,18,GLS,60.4609990,-71.3805400,269.000,VALIDATION,0170180003_01,Y,11-27-2007,1,17,18,31.000000,31.000000,369090.000,6705120.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,19,ABS,07-10-1999,BYTE
3,0170180004,Y,11-27-2007,ORIGINAL,1,17,18,GLS,59.7931150,-71.0499060,156.000,CONTROL,0170180004_01,Y,11-27-2007,1,17,18,31.000000,31.000000,384960.000,6630150.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,19,ABS,07-10-1999,BYTE
4,0170180005,Y,11-27-2007,ORIGINAL,1,17,18,GLS,59.8969650,-70.7430860,127.000,CONTROL,0170180005_01,Y,11-27-2007,1,17,18,31.000000,31.000000,402480.000,6641220.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,19,ABS,07-10-1999,BYTE
5,0170180006,Y,11-27-2007,ORIGINAL,1,17,18,GLS,59.4615000,-71.6964160,216.000,CONTROL,0170180006_01,Y,11-27-2007,1,17,18,31.000000,31.000000,347190.000,6594540.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,19,ABS,07-10-1999,BYTE
6,0170180007,Y,11-27-2007,ORIGINAL,1,17,18,GLS,59.6020290,-71.5433590,180.000,CONTROL,0170180007_01,Y,11-27-2007,1,17,18,31.000000,31.000000,356460.000,6609840.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,19,ABS,07-10-1999,BYTE
7,0170180008,Y,11-27-2007,ORIGINAL,1,17,18,GLS,59.5340350,-71.1078980,186.000,CONTROL,0170180008_01,Y,11-27-2007,1,17,18,31.000000,31.000000,380790.000,6601410.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,8,UTM,19,ABS,07-10-1999,BYTE
8,0170180009,Y,11-27-2007,ORIGINAL,1,17,18,GLS,59.3081670,-70.9183950,210.000,CONTROL,0170180009_01,Y,11-27-2007,1,17,18,31.000000,31.000000,390780.000,6575940.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,19,ABS,07-10-1999,BYTE
9,0170180010,Y,11-27-2007,ORIGINAL,1,17,18,GLS,59.4403390,-71.9159560,172.681,CONTROL,0170180010_01,Y,11-27-2007,1,17,18,31.000000,31.000000,334650.000,6592710.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,19,ABS,07-10-1999,BYTE
