,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0160160001,Y,11-27-2007,ORIGINAL,1,16,16,GLS,62.8651890,-68.2870230,397.681,CONTROL,0160160001_01,Y,11-27-2007,1,16,16,31.000000,31.000000,536280.000,6970770.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,19,ABS,07-27-2002,BYTE
1,0160160002,Y,11-27-2007,ORIGINAL,1,16,16,GLS,62.7272560,-68.5274250,280.440,VALIDATION,0160160002_01,Y,11-27-2007,1,16,16,31.000000,31.000000,524160.000,6955290.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,19,ABS,07-27-2002,BYTE
2,0160160003,Y,11-27-2007,ORIGINAL,1,16,16,GLS,62.1505690,-67.7927040,-13.000,CONTROL,0160160003_01,Y,11-27-2007,1,16,16,31.000000,31.000000,562920.000,6891540.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,19,ABS,07-27-2002,BYTE
3,0160160004,Y,11-27-2007,ORIGINAL,1,16,16,GLS,62.2225630,-68.1712470,-13.000,CONTROL,0160160004_01,Y,11-27-2007,1,16,16,31.000000,31.000000,543090.000,6899250.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,19,ABS,07-27-2002,BYTE
4,0160160005,Y,11-27-2007,ORIGINAL,1,16,16,GLS,62.8350530,-68.3472390,448.242,CONTROL,0160160005_01,Y,11-27-2007,1,16,16,31.000000,31.000000,533250.000,6967380.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,19,ABS,07-27-2002,BYTE
5,0160160006,Y,11-27-2007,ORIGINAL,1,16,16,GLS,62.7805900,-68.4577900,298.504,VALIDATION,0160160006_01,Y,11-27-2007,1,16,16,31.000000,31.000000,527670.000,6961260.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,19,ABS,07-27-2002,BYTE
6,0160160007,Y,11-27-2007,ORIGINAL,1,16,16,GLS,62.8870190,-67.2219930,-7.000,CONTROL,0160160007_01,Y,11-27-2007,1,16,16,31.000000,31.000000,590400.000,6974250.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,19,ABS,07-27-2002,BYTE
7,0160160008,Y,11-27-2007,ORIGINAL,1,16,16,GLS,62.7197020,-69.0168170,194.605,VALIDATION,0160160008_01,Y,11-27-2007,1,16,16,31.000000,31.000000,499140.000,6954360.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,8,UTM,19,ABS,07-27-2002,BYTE
8,0160160009,Y,11-27-2007,ORIGINAL,1,16,16,GLS,62.9384540,-67.8106080,326.000,CONTROL,0160160009_01,Y,11-27-2007,1,16,16,31.000000,31.000000,560370.000,6979290.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,19,ABS,07-27-2002,BYTE
9,0160160010,Y,11-27-2007,ORIGINAL,1,16,16,GLS,62.3867440,-68.2015270,198.149,VALIDATION,0160160010_01,Y,11-27-2007,1,16,16,31.000000,31.000000,541290.000,6917520.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,19,ABS,07-27-2002,BYTE
