,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0150100001,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.5883363,-55.4756656,37.812,CONTROL,0150100001_01,Y,03-24-2016,2,15,10,31.000000,31.000000,553730.324,7943694.059,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,21,ABS,06-28-2000,BYTE
1,0150100002,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.4442653,-54.8445611,28.384,CONTROL,0150100002_01,Y,03-24-2016,2,15,10,31.000000,31.000000,576541.839,7928311.844,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,21,ABS,06-28-2000,BYTE
2,0150100003,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.4403537,-54.9018860,22.211,CONTROL,0150100003_01,Y,03-24-2016,2,15,10,31.000000,31.000000,574522.053,7927804.156,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,21,ABS,06-28-2000,BYTE
3,0150100004,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.3844008,-54.5836932,29.645,CONTROL,0150100004_01,Y,03-24-2016,2,15,10,31.000000,31.000000,586068.249,7921990.005,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,21,ABS,06-28-2000,BYTE
4,0150100077,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.6147488,-55.6236310,217.486,CONTROL,0150100077_01,Y,03-24-2016,2,15,10,31.000000,31.000000,548448.480,7946514.077,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,21,ABS,06-28-2000,BYTE
5,0150100098,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.4952324,-55.2451414,9.407,CONTROL,0150100098_01,Y,03-24-2016,2,15,10,31.000000,31.000000,562155.703,7933534.124,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,21,ABS,06-28-2000,BYTE
6,0150100099,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.4912970,-54.8581408,504.904,CONTROL,0150100099_01,Y,03-24-2016,2,15,10,31.000000,31.000000,575873.878,7933537.472,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,21,ABS,06-28-2000,BYTE
7,0150100118,N,03-24-2016,ORIGINAL,1,15,10,GLS,71.3787730,-55.2544840,28.000,CONTROL,0150100118_01,Y,11-27-2007,1,15,10,31.000000,31.000000,562200.000,7920540.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,21,ABS,06-28-2000,BYTE
8,0150100119,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.3749427,-54.8713619,245.242,CONTROL,0150100119_01,Y,03-24-2016,2,15,10,31.000000,31.000000,575862.707,7920550.487,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,21,ABS,06-28-2000,BYTE
9,0150100120,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.3702164,-54.4869837,64.260,CONTROL,0150100120_01,Y,03-24-2016,2,15,10,31.000000,31.000000,589577.040,7920549.614,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,21,ABS,06-28-2000,BYTE
10,0150100142,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.2422526,-53.7390132,401.454,CONTROL,0150100142_01,Y,03-24-2016,2,15,10,31.000000,31.000000,616987.618,7907568.876,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,21,ABS,06-28-2000,BYTE
11,0150100162,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,71.1258735,-53.7579116,313.662,CONTROL,0150100162_01,Y,03-24-2016,2,15,10,31.000000,31.000000,617005.300,7894568.903,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,21,ABS,06-28-2000,BYTE
12,0150100240,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,70.6719574,-54.5741177,37.476,CONTROL,0150100240_01,Y,03-24-2016,2,15,10,31.000000,31.000000,589590.305,7842600.947,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,21,ABS,06-28-2000,BYTE
13,0150100279,Y,03-24-2016,TRIG_ERROR,2,15,10,GLS,70.4437197,-54.9689061,380.993,CONTROL,0150100279_01,Y,03-24-2016,2,15,10,31.000000,31.000000,575866.417,7816624.136,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,21,ABS,06-28-2000,BYTE
