,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0150220001,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.0265040,-69.8044910,500.000,VALIDATION,0150220001_01,Y,11-27-2007,1,15,22,31.000000,31.000000,447300.000,5986770.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,19,ABS,07-30-2000,BYTE
1,0150220002,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.3567150,-70.2047150,500.057,VALIDATION,0150220002_01,Y,11-27-2007,1,15,22,31.000000,31.000000,421710.000,6023880.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,19,ABS,07-30-2000,BYTE
2,0150220003,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.1248690,-69.9592630,501.024,VALIDATION,0150220003_01,Y,11-27-2007,1,15,22,31.000000,31.000000,437310.000,5997840.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,19,ABS,07-30-2000,BYTE
3,0150220004,Y,11-27-2007,ORIGINAL,1,15,22,GLS,53.9901070,-69.8037900,502.532,VALIDATION,0150220004_01,Y,11-27-2007,1,15,22,31.000000,31.000000,447300.000,5982720.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,19,ABS,07-30-2000,BYTE
4,0150220005,Y,11-27-2007,ORIGINAL,1,15,22,GLS,53.9720510,-69.8793670,501.520,CONTROL,0150220005_01,Y,11-27-2007,1,15,22,31.000000,31.000000,442320.000,5980770.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,19,ABS,07-30-2000,BYTE
5,0150220006,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.2043540,-69.8599160,500.000,CONTROL,0150220006_01,Y,11-27-2007,1,15,22,31.000000,31.000000,443910.000,6006600.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,19,ABS,07-30-2000,BYTE
6,0150220007,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.0629270,-69.6690580,502.463,VALIDATION,0150220007_01,Y,11-27-2007,1,15,22,31.000000,31.000000,456210.000,5990730.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,19,ABS,07-30-2000,BYTE
7,0150220008,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.2261060,-69.8341380,500.000,VALIDATION,0150220008_01,Y,11-27-2007,1,15,22,31.000000,31.000000,445620.000,6009000.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,8,UTM,19,ABS,07-30-2000,BYTE
8,0150220009,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.2701980,-69.8525330,500.000,CONTROL,0150220009_01,Y,11-27-2007,1,15,22,31.000000,31.000000,444480.000,6013920.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,19,ABS,07-30-2000,BYTE
9,0150220010,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.2224460,-69.8934220,503.756,VALIDATION,0150220010_01,Y,11-27-2007,1,15,22,31.000000,31.000000,441750.000,6008640.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,19,ABS,07-30-2000,BYTE
10,0150220011,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.1909560,-70.0835590,500.000,VALIDATION,0150220011_01,Y,11-27-2007,1,15,22,31.000000,31.000000,429300.000,6005310.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,11,UTM,19,ABS,07-30-2000,BYTE
11,0150220012,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.1267520,-69.8133180,500.000,CONTROL,0150220012_01,Y,11-27-2007,1,15,22,31.000000,31.000000,446850.000,5997930.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,12,UTM,19,ABS,07-30-2000,BYTE
12,0150220013,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.2590490,-72.4443710,402.000,CONTROL,0150220013_01,Y,11-27-2007,1,15,22,31.000000,31.000000,275670.000,6017820.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,13,UTM,19,ABS,07-30-2000,BYTE
13,0150220014,Y,11-27-2007,ORIGINAL,1,15,22,GLS,54.4864450,-70.5767140,458.000,CONTROL,0150220014_01,Y,11-27-2007,1,15,22,31.000000,31.000000,397860.000,6038790.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,14,UTM,19,ABS,07-30-2000,BYTE
