,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0190120006,Y,11-27-2007,ORIGINAL,1,19,12,GLS,69.2999540,-67.7905140,171.889,CONTROL,0190120006_01,Y,11-27-2007,1,19,12,31.000000,31.000000,547710.000,7688280.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
1,0190120007,Y,11-27-2007,ORIGINAL,1,19,12,GLS,69.2972860,-67.4552590,157.000,CONTROL,0190120007_01,Y,11-27-2007,1,19,12,31.000000,31.000000,560940.000,7688280.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
2,0190120026,Y,11-27-2007,ORIGINAL,1,19,12,GLS,69.1894030,-67.7966520,1.000,CONTROL,0190120026_01,Y,11-27-2007,1,19,12,31.000000,31.000000,547710.000,7675950.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
3,0190120027,Y,11-27-2007,ORIGINAL,1,19,12,GLS,69.1867510,-67.4630970,37.533,CONTROL,0190120027_01,Y,11-27-2007,1,19,12,31.000000,31.000000,560940.000,7675950.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
4,0190120028,Y,11-27-2007,ORIGINAL,1,19,12,GLS,69.1834540,-67.1296390,2.000,CONTROL,0190120028_01,Y,11-27-2007,1,19,12,31.000000,31.000000,574170.000,7675950.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
5,0190120029,Y,11-27-2007,ORIGINAL,1,19,12,GLS,69.1795120,-66.7963000,48.414,CONTROL,0190120029_01,Y,11-27-2007,1,19,12,31.000000,31.000000,587400.000,7675950.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
6,0190120065,Y,11-27-2007,ORIGINAL,1,19,12,GLS,68.9702800,-68.1390140,1.000,CONTROL,0190120065_01,Y,11-27-2007,1,19,12,31.000000,31.000000,534480.000,7651290.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
7,0190120085,Y,11-27-2007,ORIGINAL,1,19,12,GLS,68.8597120,-68.1433090,1.000,CONTROL,0190120085_01,Y,11-27-2007,1,19,12,31.000000,31.000000,534480.000,7638960.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
8,0190120086,Y,11-27-2007,ORIGINAL,1,19,12,GLS,68.8577400,-67.8146710,1.000,CONTROL,0190120086_01,Y,11-27-2007,1,19,12,31.000000,31.000000,547710.000,7638960.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
9,0190120105,Y,11-27-2007,ORIGINAL,1,19,12,GLS,68.7491440,-68.1475580,1.000,CONTROL,0190120105_01,Y,11-27-2007,1,19,12,31.000000,31.000000,534480.000,7626630.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
10,0190120106,Y,11-27-2007,ORIGINAL,1,19,12,GLS,68.7471830,-67.8205500,1.000,CONTROL,0190120106_01,Y,11-27-2007,1,19,12,31.000000,31.000000,547710.000,7626630.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
11,0190120124,Y,11-27-2007,ORIGINAL,1,19,12,GLS,68.6398950,-68.4772100,0.000,CONTROL,0190120124_01,Y,11-27-2007,1,19,12,31.000000,31.000000,521250.000,7614300.000,30.000000,30.000000,64.000000,64.000000,ETM+,GRID,0,UTM,19,ABS,06-27-2001,BYTE
