,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0160150001,Y,11-27-2007,ORIGINAL,1,16,15,GLS,63.5001240,-64.9887130,-0.852,CONTROL,0160150001_01,Y,11-27-2007,1,16,15,31.000000,31.000000,699600.000,7047570.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,19,ABS,08-12-2002,BYTE
1,0160150002,Y,11-27-2007,ORIGINAL,1,16,15,GLS,63.8103040,-65.2844170,0.000,CONTROL,0160150002_01,Y,11-27-2007,1,16,15,31.000000,31.000000,682890.000,7081200.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,19,ABS,08-12-2002,BYTE
2,0160150003,Y,11-27-2007,ORIGINAL,1,16,15,GLS,64.4629140,-67.8278410,590.000,CONTROL,0160150003_01,Y,11-27-2007,1,16,15,31.000000,31.000000,556380.000,7149120.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,19,ABS,08-12-2002,BYTE
3,0160150004,Y,11-27-2007,ORIGINAL,1,16,15,GLS,64.1040180,-66.6994040,602.000,VALIDATION,0160150004_01,Y,11-27-2007,1,16,15,31.000000,31.000000,612090.000,7110630.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,19,ABS,08-12-2002,BYTE
4,0160150005,Y,11-27-2007,ORIGINAL,1,16,15,GLS,65.0551320,-66.8689740,145.300,CONTROL,0160150005_01,Y,11-27-2007,1,16,15,31.000000,31.000000,600270.000,7216290.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,19,ABS,08-12-2002,BYTE
5,0160150006,Y,11-27-2007,ORIGINAL,1,16,15,GLS,64.6972680,-66.1934390,-0.248,CONTROL,0160150006_01,Y,11-27-2007,1,16,15,31.000000,31.000000,633810.000,7177680.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,19,ABS,08-12-2002,BYTE
6,0160150007,Y,11-27-2007,ORIGINAL,1,16,15,GLS,64.7472360,-65.4350150,9.108,VALIDATION,0160150007_01,Y,11-27-2007,1,16,15,31.000000,31.000000,669630.000,7185060.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,19,ABS,08-12-2002,BYTE
7,0160150009,Y,11-27-2007,ORIGINAL,1,16,15,GLS,64.2499960,-66.5337030,604.000,CONTROL,0160150009_01,Y,11-27-2007,1,16,15,31.000000,31.000000,619530.000,7127190.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,19,ABS,08-12-2002,BYTE
8,0160150010,Y,11-27-2007,ORIGINAL,1,16,15,GLS,64.3008070,-64.9259900,0.000,VALIDATION,0160150010_01,Y,11-27-2007,1,16,15,31.000000,31.000000,697020.000,7136850.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,19,ABS,08-12-2002,BYTE
9,0160150011,Y,11-27-2007,ORIGINAL,1,16,15,GLS,64.1458700,-64.8913180,-1.000,CONTROL,0160150011_01,Y,11-27-2007,1,16,15,31.000000,31.000000,699810.000,7119720.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,11,UTM,19,ABS,08-12-2002,BYTE
