,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0120230001,Y,11-27-2007,ORIGINAL,1,12,23,GLS,52.9506900,-66.9667460,580.333,CONTROL,0120230001_01,Y,11-27-2007,1,12,23,31.000000,31.000000,636600.000,5868720.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,19,ABS,09-30-2001,BYTE
1,0120230002,Y,11-27-2007,ORIGINAL,1,12,23,GLS,52.9568020,-66.8842740,515.619,VALIDATION,0120230002_01,Y,11-27-2007,1,12,23,31.000000,31.000000,642120.000,5869560.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,19,ABS,09-30-2001,BYTE
2,0120230003,Y,11-27-2007,ORIGINAL,1,12,23,GLS,52.7561440,-67.4435210,539.853,CONTROL,0120230003_01,Y,11-27-2007,1,12,23,31.000000,31.000000,605040.000,5846280.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,19,ABS,09-30-2001,BYTE
3,0120230004,Y,11-27-2007,ORIGINAL,1,12,23,GLS,52.8756950,-67.1303040,592.678,CONTROL,0120230004_01,Y,11-27-2007,1,12,23,31.000000,31.000000,625830.000,5860080.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,19,ABS,09-30-2001,BYTE
4,0120230005,Y,11-27-2007,ORIGINAL,1,12,23,GLS,53.5322200,-65.5834070,457.000,CONTROL,0120230005_01,Y,11-27-2007,1,12,23,31.000000,31.000000,726420.000,5936910.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,19,ABS,09-30-2001,BYTE
5,0120230006,Y,11-27-2007,ORIGINAL,1,12,23,GLS,52.7570260,-67.1140510,554.002,VALIDATION,0120230006_01,Y,11-27-2007,1,12,23,31.000000,31.000000,627270.000,5846910.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,19,ABS,09-30-2001,BYTE
6,0120230007,Y,11-27-2007,ORIGINAL,1,12,23,GLS,52.5132280,-68.5237430,592.043,VALIDATION,0120230007_01,Y,11-27-2007,1,12,23,31.000000,31.000000,532320.000,5818230.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,19,ABS,09-30-2001,BYTE
7,0120230008,Y,11-27-2007,ORIGINAL,1,12,23,GLS,52.5866730,-67.4371330,607.733,CONTROL,0120230008_01,Y,11-27-2007,1,12,23,31.000000,31.000000,605880.000,5827440.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,8,UTM,19,ABS,09-30-2001,BYTE
8,0120230009,Y,11-27-2007,ORIGINAL,1,12,23,GLS,53.5945960,-65.3656650,457.000,VALIDATION,0120230009_01,Y,11-27-2007,1,12,23,31.000000,31.000000,740490.000,5944560.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,19,ABS,09-30-2001,BYTE
9,0120230010,Y,11-27-2007,ORIGINAL,1,12,23,GLS,52.8976680,-67.0053590,523.898,CONTROL,0120230010_01,Y,11-27-2007,1,12,23,31.000000,31.000000,634170.000,5862750.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,19,ABS,09-30-2001,BYTE
