,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0190230001,Y,11-27-2007,ORIGINAL,1,19,23,GLS,53.5085550,-77.2541190,130.000,VALIDATION,0190230001_01,Y,11-27-2007,1,19,23,31.000000,31.000000,350520.000,5931210.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,18,ABS,06-14-2002,BYTE
1,0190230002,Y,11-27-2007,ORIGINAL,1,19,23,GLS,53.7621620,-77.4297340,130.000,VALIDATION,0190230002_01,Y,11-27-2007,1,19,23,31.000000,31.000000,339840.000,5959800.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,18,ABS,06-14-2002,BYTE
2,0190230003,Y,11-27-2007,ORIGINAL,1,19,23,GLS,53.5138100,-77.0046150,130.000,VALIDATION,0190230003_01,Y,11-27-2007,1,19,23,31.000000,31.000000,367080.000,5931300.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,18,ABS,06-14-2002,BYTE
3,0190230004,Y,11-27-2007,ORIGINAL,1,19,23,GLS,53.7122320,-77.5982650,130.000,VALIDATION,0190230004_01,Y,11-27-2007,1,19,23,31.000000,31.000000,328530.000,5954640.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,18,ABS,06-14-2002,BYTE
4,0190230005,Y,11-27-2007,ORIGINAL,1,19,23,GLS,53.5654320,-77.4478890,130.000,VALIDATION,0190230005_01,Y,11-27-2007,1,19,23,31.000000,31.000000,337890.000,5937960.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,18,ABS,06-14-2002,BYTE
5,0190230006,Y,11-27-2007,ORIGINAL,1,19,23,GLS,53.5193250,-77.3393230,130.000,VALIDATION,0190230006_01,Y,11-27-2007,1,19,23,31.000000,31.000000,344910.000,5932590.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,18,ABS,06-14-2002,BYTE
6,0190230007,Y,11-27-2007,ORIGINAL,1,19,23,GLS,53.7403840,-77.5049120,130.539,VALIDATION,0190230007_01,Y,11-27-2007,1,19,23,31.000000,31.000000,334800.000,5957550.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,18,ABS,06-14-2002,BYTE
7,0190230008,Y,11-27-2007,ORIGINAL,1,19,23,GLS,53.5193220,-76.9650510,130.000,VALIDATION,0190230008_01,Y,11-27-2007,1,19,23,31.000000,31.000000,369720.000,5931840.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,8,UTM,18,ABS,06-14-2002,BYTE
8,0190230009,Y,11-27-2007,ORIGINAL,1,19,23,GLS,53.6816880,-76.3865950,131.000,VALIDATION,0190230009_01,Y,11-27-2007,1,19,23,31.000000,31.000000,408420.000,5949000.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,18,ABS,06-14-2002,BYTE
9,0190230010,Y,11-27-2007,ORIGINAL,1,19,23,GLS,53.8330580,-77.0412630,131.000,VALIDATION,0190230010_01,Y,11-27-2007,1,19,23,31.000000,31.000000,365670.000,5966880.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,18,ABS,06-14-2002,BYTE
