,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0140200001,Y,11-27-2007,ORIGINAL,1,14,20,GLS,56.9326230,-66.5998520,168.109,VALIDATION,0140200001_01,Y,11-27-2007,1,14,20,31.000000,31.000000,646050.000,6312450.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,19,ABS,08-24-2000,BYTE
1,0140200002,Y,11-27-2007,ORIGINAL,1,14,20,GLS,58.1100080,-68.3904360,0.954,VALIDATION,0140200002_01,Y,11-27-2007,1,14,20,31.000000,31.000000,535920.000,6441120.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,19,ABS,08-24-2000,BYTE
2,0140200003,Y,11-27-2007,ORIGINAL,1,14,20,GLS,57.7902740,-67.4991120,15.000,CONTROL,0140200003_01,Y,11-27-2007,1,14,20,31.000000,31.000000,589230.000,6406350.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,19,ABS,08-24-2000,BYTE
3,0140200004,Y,11-27-2007,ORIGINAL,1,14,20,GLS,57.8168400,-67.6828480,96.330,CONTROL,0140200004_01,Y,11-27-2007,1,14,20,31.000000,31.000000,578250.000,6409080.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,19,ABS,08-24-2000,BYTE
4,0140200005,Y,11-27-2007,ORIGINAL,1,14,20,GLS,56.6652050,-69.2161770,61.754,CONTROL,0140200005_01,Y,11-27-2007,1,14,20,31.000000,31.000000,486750.000,6280140.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,19,ABS,08-24-2000,BYTE
5,0140200006,Y,11-27-2007,ORIGINAL,1,14,20,GLS,57.4810020,-67.3792150,35.592,CONTROL,0140200006_01,Y,11-27-2007,1,14,20,31.000000,31.000000,597180.000,6372090.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,19,ABS,08-24-2000,BYTE
6,0140200007,Y,11-27-2007,ORIGINAL,1,14,20,GLS,56.9264820,-69.5952310,312.000,VALIDATION,0140200007_01,Y,11-27-2007,1,14,20,31.000000,31.000000,463770.000,6309360.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,19,ABS,08-24-2000,BYTE
7,0140200008,Y,11-27-2007,ORIGINAL,1,14,20,GLS,57.6397850,-67.3816940,24.307,CONTROL,0140200008_01,Y,11-27-2007,1,14,20,31.000000,31.000000,596610.000,6389760.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,8,UTM,19,ABS,08-24-2000,BYTE
8,0140200009,Y,11-27-2007,ORIGINAL,1,14,20,GLS,57.9426790,-67.6812800,49.042,CONTROL,0140200009_01,Y,11-27-2007,1,14,20,31.000000,31.000000,578070.000,6423090.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,19,ABS,08-24-2000,BYTE
9,0140200010,Y,11-27-2007,ORIGINAL,1,14,20,GLS,57.8721270,-67.5862440,12.221,VALIDATION,0140200010_01,Y,11-27-2007,1,14,20,31.000000,31.000000,583860.000,6415350.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,19,ABS,08-24-2000,BYTE
