,Unique Ground Control Point (GCP) ID,GCP Active Flag,GCP date updated,GCP update reason,GCP version number,GCP WRS-2 path,GCP WRS-2 row,GCP source,GCP latitude of reference point in degrees,GCP longitude of reference point in degrees,GCP elevation of reference point in meters,GCP type -string (CONTROL or VALIDATION),Image chip ID,Image chip Active Flag,Image chip date updated,Image chip version number,Image chip source WRS-2 path,Image chip source WRS-2 row,Image chip reference line,Image chip reference sample,Image chip reference point projection X in meters,Image chip reference point projection Y in meters,Image chip pixel size x value in meters,Image chip pixel size y value in meters,Image chip size in lines,Image chip size in samples,Image chip sensor,Image chip selection method,"Image chip Moravec rank if selection method is MORAVEC, zero otherwise",Image chip projection,Image chip projection UTM zone,Image chip type,Image chip acquisition date,Image chip data type
0,0180210001,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.6152840,-75.6812470,157.000,VALIDATION,0180210001_01,Y,11-27-2007,1,18,21,31.000000,31.000000,458190.000,6274770.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,1,UTM,18,ABS,08-04-2000,BYTE
1,0180210002,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.5875610,-74.7717290,199.784,VALIDATION,0180210002_01,Y,11-27-2007,1,18,21,31.000000,31.000000,514020.000,6271500.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,2,UTM,18,ABS,08-04-2000,BYTE
2,0180210003,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.7365160,-75.5255310,154.312,CONTROL,0180210003_01,Y,11-27-2007,1,18,21,31.000000,31.000000,467850.000,6288180.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,3,UTM,18,ABS,08-04-2000,BYTE
3,0180210004,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.8316020,-75.8700810,185.000,CONTROL,0180210004_01,Y,11-27-2007,1,18,21,31.000000,31.000000,445500.000,6187680.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,4,UTM,18,ABS,08-04-2000,BYTE
4,0180210005,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.1964400,-74.7556850,200.000,CONTROL,0180210005_01,Y,11-27-2007,1,18,21,31.000000,31.000000,515160.000,6227970.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,5,UTM,18,ABS,08-04-2000,BYTE
5,0180210006,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.5558070,-73.5449150,210.000,CONTROL,0180210006_01,Y,11-27-2007,1,18,21,31.000000,31.000000,589440.000,6268890.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,6,UTM,18,ABS,08-04-2000,BYTE
6,0180210007,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.8882940,-75.0799390,207.449,CONTROL,0180210007_01,Y,11-27-2007,1,18,21,31.000000,31.000000,495000.000,6193650.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,7,UTM,18,ABS,08-04-2000,BYTE
7,0180210008,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.6775190,-75.0228490,172.595,CONTROL,0180210008_01,Y,11-27-2007,1,18,21,31.000000,31.000000,498600.000,6281490.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,8,UTM,18,ABS,08-04-2000,BYTE
8,0180210009,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.5668550,-75.9108410,195.000,CONTROL,0180210009_01,Y,11-27-2007,1,18,21,31.000000,31.000000,442560.000,6158250.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,9,UTM,18,ABS,08-04-2000,BYTE
9,0180210010,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.1444050,-75.8539580,248.606,VALIDATION,0180210010_01,Y,11-27-2007,1,18,21,31.000000,31.000000,446940.000,6222480.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,10,UTM,18,ABS,08-04-2000,BYTE
10,0180210011,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.9554360,-74.5530060,272.898,CONTROL,0180210011_01,Y,11-27-2007,1,18,21,31.000000,31.000000,527910.000,6201210.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,11,UTM,18,ABS,08-04-2000,BYTE
11,0180210012,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.8862610,-73.4405580,289.000,CONTROL,0180210012_01,Y,11-27-2007,1,18,21,31.000000,31.000000,597540.000,6194520.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,12,UTM,18,ABS,08-04-2000,BYTE
12,0180210013,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.2683210,-75.1185110,195.000,CONTROL,0180210013_01,Y,11-27-2007,1,18,21,31.000000,31.000000,492660.000,6235950.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,13,UTM,18,ABS,08-04-2000,BYTE
13,0180210014,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.9160010,-74.4651430,220.617,CONTROL,0180210014_01,Y,11-27-2007,1,18,21,31.000000,31.000000,533430.000,6196860.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,14,UTM,18,ABS,08-04-2000,BYTE
14,0180210015,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.4985820,-73.5612410,210.000,VALIDATION,0180210015_01,Y,11-27-2007,1,18,21,31.000000,31.000000,588570.000,6262500.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,15,UTM,18,ABS,08-04-2000,BYTE
15,0180210016,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.0314920,-76.1196230,247.855,VALIDATION,0180210016_01,Y,11-27-2007,1,18,21,31.000000,31.000000,430230.000,6210150.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,16,UTM,18,ABS,08-04-2000,BYTE
16,0180210017,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.2978620,-76.1147960,-29.861,VALIDATION,0180210017_01,Y,11-27-2007,1,18,21,31.000000,31.000000,431010.000,6239790.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,17,UTM,18,ABS,08-04-2000,BYTE
17,0180210018,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.1776890,-75.9817940,-38.000,CONTROL,0180210018_01,Y,11-27-2007,1,18,21,31.000000,31.000000,439050.000,6226290.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,18,UTM,18,ABS,08-04-2000,BYTE
18,0180210019,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.3711140,-74.4450620,297.000,CONTROL,0180210019_01,Y,11-27-2007,1,18,21,31.000000,31.000000,535170.000,6136230.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,19,UTM,18,ABS,08-04-2000,BYTE
19,0180210020,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.8832780,-75.8429410,214.000,VALIDATION,0180210020_01,Y,11-27-2007,1,18,21,31.000000,31.000000,447270.000,6193410.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,20,UTM,18,ABS,08-04-2000,BYTE
20,0180210021,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.5009060,-75.9433430,256.569,CONTROL,0180210021_01,Y,11-27-2007,1,18,21,31.000000,31.000000,441930.000,6262230.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,21,UTM,18,ABS,08-04-2000,BYTE
21,0180210022,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.7862230,-75.7638920,160.362,CONTROL,0180210022_01,Y,11-27-2007,1,18,21,31.000000,31.000000,453330.000,6293850.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,22,UTM,18,ABS,08-04-2000,BYTE
22,0180210023,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.3848190,-76.5369640,195.811,CONTROL,0180210023_01,Y,11-27-2007,1,18,21,31.000000,31.000000,402630.000,6138690.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,23,UTM,18,ABS,08-04-2000,BYTE
23,0180210024,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.2191000,-75.4841300,243.000,CONTROL,0180210024_01,Y,11-27-2007,1,18,21,31.000000,31.000000,469200.000,6119280.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,24,UTM,18,ABS,08-04-2000,BYTE
24,0180210025,Y,11-27-2007,ORIGINAL,1,18,21,GLS,55.5963280,-75.4611520,218.000,CONTROL,0180210025_01,Y,11-27-2007,1,18,21,31.000000,31.000000,470940.000,6161250.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,25,UTM,18,ABS,08-04-2000,BYTE
25,0180210026,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.4345860,-73.8920720,218.724,CONTROL,0180210026_01,Y,11-27-2007,1,18,21,31.000000,31.000000,568320.000,6255000.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,26,UTM,18,ABS,08-04-2000,BYTE
26,0180210027,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.4427580,-75.8971330,190.028,CONTROL,0180210027_01,Y,11-27-2007,1,18,21,31.000000,31.000000,444690.000,6255720.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,27,UTM,18,ABS,08-04-2000,BYTE
27,0180210028,Y,11-27-2007,ORIGINAL,1,18,21,GLS,56.7138710,-74.9067200,194.000,CONTROL,0180210028_01,Y,11-27-2007,1,18,21,31.000000,31.000000,505710.000,6285540.000,30.000000,30.000000,64.000000,64.000000,ETM+,MORAVEC,28,UTM,18,ABS,08-04-2000,BYTE
